Id,Time[ns],0:UART: RX/TX
8784,16521333000.00000000000000000000,1
8785,16521422000.00000000000000000000,6
8786,16521512000.00000000000000000000,6
8787,16521602000.00000000000000000000,]
8788,16521691000.00000000000000000000, 
8789,16521781000.00000000000000000000,r
8790,16521870000.00000000000000000000,x
8791,16521960000.00000000000000000000, 
8792,16522050000.00000000000000000000,c
8793,16522139000.00000000000000000000,h
8794,16522229000.00000000000000000000,a
8795,16522318000.00000000000000000000,i
8796,16522408000.00000000000000000000,n
8797,16522498000.00000000000000000000,m
8798,16522587000.00000000000000000000,a
8799,16522677000.00000000000000000000,s
8800,16522766000.00000000000000000000,k
8801,16522856000.00000000000000000000, 
8802,16522946000.00000000000000000000,m
8803,16523035000.00000000000000000000,i
8804,16523125000.00000000000000000000,s
8805,16523214000.00000000000000000000,m
8806,16523304000.00000000000000000000,a
8807,16523394000.00000000000000000000,t
8808,16523483000.00000000000000000000,c
8809,16523573000.00000000000000000000,h
8810,16523662000.00000000000000000000, 
8811,16523752000.00000000000000000000,a
8812,16523842000.00000000000000000000,c
8813,16523931000.00000000000000000000,t
8814,16524021000.00000000000000000000,u
8815,16524110000.00000000000000000000,a
8816,16524200000.00000000000000000000,l
8817,16524290000.00000000000000000000, 
8818,16524379000.00000000000000000000,3
8819,16524469000.00000000000000000000, 
8820,16524558000.00000000000000000000,s
8821,16524648000.00000000000000000000,c
8822,16524738000.00000000000000000000,_
8823,16524827000.00000000000000000000,c
8824,16524917000.00000000000000000000,h
8825,16525006000.00000000000000000000,a
8826,16525096000.00000000000000000000,i
8827,16525186000.00000000000000000000,n
8828,16525275000.00000000000000000000,m
8829,16525365000.00000000000000000000,a
8830,16525454000.00000000000000000000,k
8831,16525544000.00000000000000000000, 
8832,16525634000.00000000000000000000,0
8833,16525723000.00000000000000000000,[0D]
8834,16525813000.00000000000000000000,[0A]
8835,16525929000.00000000000000000000,a
8836,16526019000.00000000000000000000,t
8837,16526108000.00000000000000000000,h
8838,16526198000.00000000000000000000,_
8839,16526288000.00000000000000000000,g
8840,16526377000.00000000000000000000,e
8841,16526467000.00000000000000000000,t
8842,16526556000.00000000000000000000,_
8843,16526646000.00000000000000000000,c
8844,16526736000.00000000000000000000,a
8845,16526825000.00000000000000000000,p
8846,16526915000.00000000000000000000,s
8847,16527004000.00000000000000000000,[
8848,16527094000.00000000000000000000,6
8849,16527184000.00000000000000000000,1
8850,16527273000.00000000000000000000,4
8851,16527363000.00000000000000000000,1
8852,16527452000.00000000000000000000,]
8853,16527542000.00000000000000000000, 
8854,16527632000.00000000000000000000,t
8855,16527721000.00000000000000000000,x
8856,16527811000.00000000000000000000, 
8857,16527900000.00000000000000000000,c
8858,16527990000.00000000000000000000,h
8859,16528080000.00000000000000000000,a
8860,16528169000.00000000000000000000,i
8861,16528259000.00000000000000000000,n
8862,16528348000.00000000000000000000,m
8863,16528438000.00000000000000000000,a
8864,16528528000.00000000000000000000,s
8865,16528617000.00000000000000000000,k
8866,16528707000.00000000000000000000, 
8867,16528796000.00000000000000000000,m
8868,16528886000.00000000000000000000,i
8869,16528976000.00000000000000000000,s
8870,16529065000.00000000000000000000,m
8871,16529155000.00000000000000000000,a
8872,16529244000.00000000000000000000,t
8873,16529334000.00000000000000000000,c
8874,16529424000.00000000000000000000,h
8875,16529513000.00000000000000000000, 
8876,16529603000.00000000000000000000,a
8877,16529692000.00000000000000000000,c
8878,16529782000.00000000000000000000,t
8879,16529872000.00000000000000000000,u
8880,16529961000.00000000000000000000,a
8881,16530051000.00000000000000000000,l
8882,16530140000.00000000000000000000, 
8883,16530230000.00000000000000000000,3
8884,16530320000.00000000000000000000, 
8885,16530409000.00000000000000000000,s
8886,16530499000.00000000000000000000,c
8887,16530588000.00000000000000000000,_
8888,16530678000.00000000000000000000,c
8889,16530768000.00000000000000000000,h
8890,16530857000.00000000000000000000,a
8891,16530947000.00000000000000000000,i
8892,16531036000.00000000000000000000,n
8893,16531126000.00000000000000000000,m
8894,16531216000.00000000000000000000,a
8895,16531305000.00000000000000000000,k
8896,16531395000.00000000000000000000, 
8897,16531484000.00000000000000000000,0
8898,16531574000.00000000000000000000,[0D]
8899,16531664000.00000000000000000000,[0A]
8900,16544172000.00000000000000000000,w
8901,16544261000.00000000000000000000,i
8902,16544351000.00000000000000000000,f
8903,16544441000.00000000000000000000,i
8904,16544530000.00000000000000000000,0
8905,16544620000.00000000000000000000,:
8906,16544709000.00000000000000000000, 
8907,16544799000.00000000000000000000,A
8908,16544889000.00000000000000000000,t
8909,16544978000.00000000000000000000,h
8910,16545068000.00000000000000000000,e
8911,16545157000.00000000000000000000,r
8912,16545247000.00000000000000000000,o
8913,16545337000.00000000000000000000,s
8914,16545426000.00000000000000000000, 
8915,16545516000.00000000000000000000,?
8916,16545605000.00000000000000000000,?
8917,16545695000.00000000000000000000,?
8918,16545785000.00000000000000000000,:
8919,16545874000.00000000000000000000, 
8920,16545964000.00000000000000000000,m
8921,16546053000.00000000000000000000,e
8922,16546143000.00000000000000000000,m
8923,16546233000.00000000000000000000,=
8924,16546322000.00000000000000000000,0
8925,16546412000.00000000000000000000,x
8926,16546501000.00000000000000000000,b
8927,16546591000.00000000000000000000,8
8928,16546681000.00000000000000000000,1
8929,16546770000.00000000000000000000,0
8930,16546860000.00000000000000000000,0
8931,16546949000.00000000000000000000,0
8932,16547039000.00000000000000000000,0
8933,16547129000.00000000000000000000,0
8934,16547218000.00000000000000000000,,
8935,16547308000.00000000000000000000, 
8936,16547397000.00000000000000000000,i
8937,16547487000.00000000000000000000,r
8938,16547577000.00000000000000000000,q
8939,16547666000.00000000000000000000,=
8940,16547756000.00000000000000000000,2
8941,16547845000.00000000000000000000,[0D]
8942,16547935000.00000000000000000000,[0A]
8943,16548060000.00000000000000000000,a
8944,16548150000.00000000000000000000,t
8945,16548240000.00000000000000000000,h
8946,16548329000.00000000000000000000,_
8947,16548419000.00000000000000000000,p
8948,16548508000.00000000000000000000,c
8949,16548598000.00000000000000000000,i
8950,16548688000.00000000000000000000,:
8951,16548777000.00000000000000000000, 
8952,16548867000.00000000000000000000,1
8953,16548956000.00000000000000000000,0
8954,16549046000.00000000000000000000,.
8955,16549136000.00000000000000000000,2
8956,16549225000.00000000000000000000,-
8957,16549315000.00000000000000000000,0
8958,16549404000.00000000000000000000,0
8959,16549494000.00000000000000000000,0
8960,16549584000.00000000000000000000,8
8961,16549673000.00000000000000000000,2
8962,16549763000.00000000000000000000,-
8963,16549852000.00000000000000000000,4
8964,16549942000.00000000000000000000, 
8965,16550032000.00000000000000000000,(
8966,16550121000.00000000000000000000,A
8967,16550211000.00000000000000000000,t
8968,16550300000.00000000000000000000,h
8969,16550390000.00000000000000000000,e
8970,16550480000.00000000000000000000,r
8971,16550569000.00000000000000000000,o
8972,16550659000.00000000000000000000,s
8973,16550748000.00000000000000000000,/
8974,16550838000.00000000000000000000,m
8975,16550928000.00000000000000000000,u
8976,16551017000.00000000000000000000,l
8977,16551107000.00000000000000000000,t
8978,16551196000.00000000000000000000,i
8979,16551286000.00000000000000000000,-
8980,16551376000.00000000000000000000,b
8981,16551465000.00000000000000000000,s
8982,16551555000.00000000000000000000,s
8983,16551644000.00000000000000000000,)
8984,16551734000.00000000000000000000,[0D]
8985,16551824000.00000000000000000000,[0A]
8986,16688087000.00000000000000000000,V
8987,16688176000.00000000000000000000,A
8988,16688266000.00000000000000000000,P
8989,16688355000.00000000000000000000, 
8990,16688445000.00000000000000000000,d
8991,16688535000.00000000000000000000,e
8992,16688624000.00000000000000000000,v
8993,16688714000.00000000000000000000,i
8994,16688803000.00000000000000000000,c
8995,16688893000.00000000000000000000,e
8996,16688983000.00000000000000000000, 
8997,16689072000.00000000000000000000,a
8998,16689162000.00000000000000000000,t
8999,16689251000.00000000000000000000,h
9000,16689341000.00000000000000000000,0
9001,16689431000.00000000000000000000, 
9002,16689520000.00000000000000000000,c
9003,16689610000.00000000000000000000,r
9004,16689699000.00000000000000000000,e
9005,16689789000.00000000000000000000,a
9006,16689879000.00000000000000000000,t
9007,16689968000.00000000000000000000,e
9008,16690058000.00000000000000000000,d
9009,16690147000.00000000000000000000, 
9010,16690237000.00000000000000000000,[0D]
9011,16690327000.00000000000000000000,[0A]
9012,16764112000.00000000000000000000,S
9013,16764201000.00000000000000000000,e
9014,16764291000.00000000000000000000,t
9015,16764381000.00000000000000000000,t
9016,16764470000.00000000000000000000,i
9017,16764560000.00000000000000000000,n
9018,16764649000.00000000000000000000,g
9019,16764739000.00000000000000000000, 
9020,16764829000.00000000000000000000,M
9021,16764918000.00000000000000000000,a
9022,16765008000.00000000000000000000,x
9023,16765097000.00000000000000000000, 
9024,16765187000.00000000000000000000,S
9025,16765277000.00000000000000000000,t
9026,16765366000.00000000000000000000,a
9027,16765456000.00000000000000000000,t
9028,16765545000.00000000000000000000,i
9029,16765635000.00000000000000000000,o
9030,16765725000.00000000000000000000,n
9031,16765814000.00000000000000000000,s
9032,16765904000.00000000000000000000,:
9033,16765993000.00000000000000000000,3
9034,16766083000.00000000000000000000,3
9035,16766173000.00000000000000000000,[0D]
9036,16766262000.00000000000000000000,[0A]
9037,16970800000.00000000000000000000, 
9038,16970890000.00000000000000000000,i
9039,16970979000.00000000000000000000,e
9040,16971069000.00000000000000000000,e
9041,16971158000.00000000000000000000,e
9042,16971248000.00000000000000000000,8
9043,16971338000.00000000000000000000,0
9044,16971427000.00000000000000000000,2
9045,16971517000.00000000000000000000,1
9046,16971606000.00000000000000000000,1
9047,16971696000.00000000000000000000,_
9048,16971786000.00000000000000000000,i
9049,16971875000.00000000000000000000,o
9050,16971965000.00000000000000000000,c
9051,16972054000.00000000000000000000,t
9052,16972144000.00000000000000000000,l
9053,16972234000.00000000000000000000,_
9054,16972323000.00000000000000000000,s
9055,16972413000.00000000000000000000,i
9056,16972502000.00000000000000000000,w
9057,16972592000.00000000000000000000,m
9058,16972682000.00000000000000000000,o
9059,16972771000.00000000000000000000,d
9060,16972861000.00000000000000000000,e
9061,16972950000.00000000000000000000,:
9062,16973040000.00000000000000000000, 
9063,16973130000.00000000000000000000,i
9064,16973219000.00000000000000000000,m
9065,16973309000.00000000000000000000,r
9066,16973398000.00000000000000000000,.
9067,16973488000.00000000000000000000,i
9068,16973578000.00000000000000000000,f
9069,16973667000.00000000000000000000,m
9070,16973757000.00000000000000000000,_
9071,16973846000.00000000000000000000,a
9072,16973936000.00000000000000000000,c
9073,16974025000.00000000000000000000,t
9074,16974115000.00000000000000000000,i
9075,16974205000.00000000000000000000,v
9076,16974294000.00000000000000000000,e
9077,16974384000.00000000000000000000,=
9078,16974473000.00000000000000000000,1
9079,16974563000.00000000000000000000,3
9080,16974653000.00000000000000000000,1
9081,16974742000.00000000000000000000,7
9082,16974832000.00000000000000000000,1
9083,16974921000.00000000000000000000,2
9084,16975011000.00000000000000000000,,
9085,16975101000.00000000000000000000, 
9086,16975190000.00000000000000000000,n
9087,16975280000.00000000000000000000,e
9088,16975369000.00000000000000000000,w
9089,16975459000.00000000000000000000, 
9090,16975549000.00000000000000000000,m
9091,16975638000.00000000000000000000,o
9092,16975728000.00000000000000000000,d
9093,16975817000.00000000000000000000,e
9094,16975907000.00000000000000000000,=
9095,16975997000.00000000000000000000,3
9096,16976086000.00000000000000000000,,
9097,16976176000.00000000000000000000, 
9098,16976265000.00000000000000000000,v
9099,16976355000.00000000000000000000,a
9100,16976445000.00000000000000000000,l
9101,16976534000.00000000000000000000,i
9102,16976624000.00000000000000000000,d
9103,16976713000.00000000000000000000,=
9104,16976803000.00000000000000000000,1
9105,16976893000.00000000000000000000, 
9106,16976982000.00000000000000000000,[0D]
9107,16977072000.00000000000000000000,[0A]
